ipa,nombre_punto,fecha,x_utm30,y_utm30,cota,codigo_masa_agua,masa_agua,naturaleza,localidad,municipio,provincia,no3_mgl,red,anio,mes,afectada,en_riesgo,clase,indicativo,nombre,dist_estacion_m,indicativo_clima,nombre_clima,altitud,prec,tmed,anio_clima,mes_clima,precip_7d,precip_15d,precip_30d,temp_media_7d,temp_media_30d,anomalia_temp,evento_extremo_lluvia,latitud,longitud
221040043,BODEGAS CORRAL,2016-05-12,536856,4697980,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,NAVARRETE,NAVARRETE,Rioja (La),79.4,RNIT,2016,5,True,False,afectada,9145Y,CENICERO,8909.57935903692,9145Y,CENICERO,429.0,1.8,14.6,2016.0,5.0,7.600000000000003,9.200000000000005,32.99999999999999,15.328571428571433,12.96,-2.0817109144542787,False,42.48,-2.64
231010130,INDUKIT,2016-05-12,542154,4703974,,48.0,ALUVIAL DE LA RIOJA-MENDAVIA,Pozo,LOGROÑO,LOGROÑO,Rioja (La),122.0,RNIT,2016,5,True,False,afectada,9145Y,CENICERO,12592.724471536978,9145Y,CENICERO,429.0,1.8,14.6,2016.0,5.0,7.600000000000003,9.200000000000005,32.99999999999999,15.328571428571433,12.96,-2.0817109144542787,False,42.48,-2.64
221020024,FUENTEFRÍA,2016-05-30,524272,4703698,468.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,,CENICERO,Rioja (La),49.5,RNIT,2016,5,True,False,afectada,9145Y,CENICERO,5346.963331280414,9145Y,CENICERO,429.0,0.0,14.7,2016.0,5.0,6.400000000000003,10.600000000000003,20.2,17.728571428571428,15.573333333333332,-1.981710914454279,False,42.48,-2.64
221030030,FUENTE ESCARPE,2016-05-30,526671,4705342,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,CENICERO,CENICERO,Rioja (La),107.0,RNIT,2016,5,True,False,afectada,9145Y,CENICERO,3658.7752762361433,9145Y,CENICERO,429.0,0.0,14.7,2016.0,5.0,6.400000000000003,10.600000000000003,20.2,17.728571428571428,15.573333333333332,-1.981710914454279,False,42.48,-2.64
221030027,MONTE REAL,2016-05-30,530205,4704073,420.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,,CENICERO,Rioja (La),297.0,RNIT,2016,5,True,False,afectada,9145Y,CENICERO,1121.9730261103098,9145Y,CENICERO,429.0,0.0,14.7,2016.0,5.0,6.400000000000003,10.600000000000003,20.2,17.728571428571428,15.573333333333332,-1.981710914454279,False,42.48,-2.64
221040004,FUENTE TUNEL,2016-06-07,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),117.0,RNIT,2016,6,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,22.8,2016.0,6.0,2.000000000000004,8.400000000000004,15.999999999999998,18.785714285714285,16.846666666666668,1.6448484848484846,False,42.48,-2.64
221040004,FUENTE TUNEL,2016-09-06,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),141.0,RNIT,2016,9,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,25.8,2016.0,9.0,0.0,0.4000000000000031,3.399999999999998,24.485714285714288,23.47,6.608181818181819,False,42.48,-2.64
221040043,BODEGAS CORRAL,2016-11-09,536856,4697980,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,NAVARRETE,NAVARRETE,Rioja (La),57.5,RNIT,2016,11,True,False,afectada,9145Y,CENICERO,8909.57935903692,9145Y,CENICERO,429.0,0.0,10.6,2016.0,11.0,31.800000000000004,31.800000000000008,39.8,9.385714285714286,12.62,0.7833333333333332,True,42.48,-2.64
231010130,INDUKIT,2016-11-09,542154,4703974,,48.0,ALUVIAL DE LA RIOJA-MENDAVIA,Pozo,LOGROÑO,LOGROÑO,Rioja (La),140.0,RNIT,2016,11,True,False,afectada,9145Y,CENICERO,12592.724471536978,9145Y,CENICERO,429.0,0.0,10.6,2016.0,11.0,31.800000000000004,31.800000000000008,39.8,9.385714285714286,12.62,0.7833333333333332,True,42.48,-2.64
221030030,FUENTE ESCARPE,2016-11-28,526671,4705342,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,CENICERO,CENICERO,Rioja (La),90.4,RNIT,2016,11,True,False,afectada,9145Y,CENICERO,3658.7752762361433,9145Y,CENICERO,429.0,0.0,6.6,2016.0,11.0,52.40000000000001,54.60000000000001,87.0,6.214285714285714,9.28,-3.216666666666667,True,42.48,-2.64
221030027,MONTE REAL,2016-11-28,530205,4704073,420.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,,CENICERO,Rioja (La),201.0,RNIT,2016,11,True,False,afectada,9145Y,CENICERO,1121.9730261103098,9145Y,CENICERO,429.0,0.0,6.6,2016.0,11.0,52.40000000000001,54.60000000000001,87.0,6.214285714285714,9.28,-3.216666666666667,True,42.48,-2.64
221020024,FUENTEFRÍA,2016-11-28,524272,4703698,468.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,,CENICERO,Rioja (La),37.1,RNIT,2016,11,False,True,riesgo,9145Y,CENICERO,5346.963331280414,9145Y,CENICERO,429.0,0.0,6.6,2016.0,11.0,52.40000000000001,54.60000000000001,87.0,6.214285714285714,9.28,-3.216666666666667,True,42.48,-2.64
221040004,FUENTE TUNEL,2016-12-13,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),142.0,RNIT,2016,12,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.2,4.4,2016.0,12.0,1.400000000000007,2.800000000000008,57.4,6.5857142857142845,7.676666666666667,-2.565395894428152,False,42.48,-2.64
231050020,CELADAS,2017-01-31,539993,4690809,620.0,106.0,SIN DEFINIR MASA,Manantial,ENTRENA,ENTRENA,Rioja (La),60.6,RNIT,2017,1,True,False,afectada,9145Y,CENICERO,16129.801633551446,9145Y,CENICERO,429.0,0.0,7.4,2017.0,1.0,0.0,9.800000000000004,35.19999999999999,5.028571428571429,4.85,1.338709677419355,False,42.48,-2.64
221040004,FUENTE TUNEL,2017-03-22,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),107.0,RNIT,2017,3,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.2,8.8,2017.0,3.0,0.0,4.600000000000006,13.399999999999991,13.0,11.44,-1.4076246334310856,False,42.48,-2.64
221040043,BODEGAS CORRAL,2017-05-11,536856,4697980,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,NAVARRETE,NAVARRETE,Rioja (La),46.5,RNIT,2017,5,True,False,afectada,9145Y,CENICERO,8909.57935903692,9145Y,CENICERO,429.0,5.6,15.4,2017.0,5.0,13.000000000000009,16.800000000000008,21.999999999999996,16.6,14.175,-1.281710914454278,False,42.48,-2.64
231010130,INDUKIT,2017-05-11,542154,4703974,,48.0,ALUVIAL DE LA RIOJA-MENDAVIA,Pozo,LOGROÑO,LOGROÑO,Rioja (La),129.0,RNIT,2017,5,True,False,afectada,9145Y,CENICERO,12592.724471536978,9145Y,CENICERO,429.0,5.6,15.4,2017.0,5.0,13.000000000000009,16.800000000000008,21.999999999999996,16.6,14.175,-1.281710914454278,False,42.48,-2.64
221030030,FUENTE ESCARPE,2017-06-01,526671,4705342,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,CENICERO,CENICERO,Rioja (La),93.6,RNIT,2017,6,True,False,afectada,9145Y,CENICERO,3658.7752762361433,9145Y,CENICERO,429.0,0.0,22.8,2017.0,6.0,13.40000000000001,30.20000000000001,51.99999999999999,22.21428571428572,18.35,1.6448484848484846,False,42.48,-2.64
221030027,MONTE REAL,2017-06-01,530205,4704073,420.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,,CENICERO,Rioja (La),172.0,RNIT,2017,6,True,False,afectada,9145Y,CENICERO,1121.9730261103098,9145Y,CENICERO,429.0,0.0,22.8,2017.0,6.0,13.40000000000001,30.20000000000001,51.99999999999999,22.21428571428572,18.35,1.6448484848484846,False,42.48,-2.64
221020024,FUENTEFRÍA,2017-06-01,524272,4703698,468.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,,CENICERO,Rioja (La),35.1,RNIT,2017,6,False,True,riesgo,9145Y,CENICERO,5346.963331280414,9145Y,CENICERO,429.0,0.0,22.8,2017.0,6.0,13.40000000000001,30.20000000000001,51.99999999999999,22.21428571428572,18.35,1.6448484848484846,False,42.48,-2.64
221040004,FUENTE TUNEL,2017-06-06,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),87.9,RNIT,2017,6,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,17.2,2017.0,6.0,32.80000000000001,41.400000000000006,78.0,19.01428571428572,18.726666666666667,-3.955151515151517,True,42.48,-2.64
221040004,FUENTE TUNEL,2017-09-05,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),79.2,RNIT,2017,9,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,22.4,2017.0,9.0,12.60000000000001,40.20000000000001,40.2,19.67142857142857,21.81,3.208181818181817,False,42.48,-2.64
221020024,FUENTEFRÍA,2017-10-18,524272,4703698,468.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,,CENICERO,Rioja (La),31.8,RNIT,2017,10,False,True,riesgo,9145Y,CENICERO,5346.963331280414,9145Y,CENICERO,429.0,15.0,12.8,2017.0,10.0,2.000000000000009,2.000000000000007,3.7999999999999927,17.114285714285717,17.42,-2.3890532544378686,False,42.48,-2.64
221030030,FUENTE ESCARPE,2017-10-18,526671,4705342,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,CENICERO,CENICERO,Rioja (La),50.3,RNIT,2017,10,True,False,afectada,9145Y,CENICERO,3658.7752762361433,9145Y,CENICERO,429.0,15.0,12.8,2017.0,10.0,2.000000000000009,2.000000000000007,3.7999999999999927,17.114285714285717,17.42,-2.3890532544378686,False,42.48,-2.64
221030027,MONTE REAL,2017-10-18,530205,4704073,420.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,,CENICERO,Rioja (La),155.0,RNIT,2017,10,True,False,afectada,9145Y,CENICERO,1121.9730261103098,9145Y,CENICERO,429.0,15.0,12.8,2017.0,10.0,2.000000000000009,2.000000000000007,3.7999999999999927,17.114285714285717,17.42,-2.3890532544378686,False,42.48,-2.64
221040043,BODEGAS CORRAL,2017-10-18,536856,4697980,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,NAVARRETE,NAVARRETE,Rioja (La),21.1,RNIT,2017,10,False,False,normal,9145Y,CENICERO,8909.57935903692,9145Y,CENICERO,429.0,15.0,12.8,2017.0,10.0,2.000000000000009,2.000000000000007,3.7999999999999927,17.114285714285717,17.42,-2.3890532544378686,False,42.48,-2.64
231010130,INDUKIT,2017-11-20,542154,4703974,,48.0,ALUVIAL DE LA RIOJA-MENDAVIA,Pozo,LOGROÑO,LOGROÑO,Rioja (La),99.1,RNIT,2017,11,True,False,afectada,9145Y,CENICERO,12592.724471536978,9145Y,CENICERO,429.0,0.0,8.5,2017.0,11.0,0.6000000000000089,9.600000000000009,13.799999999999994,8.3,11.06,-1.3166666666666664,False,42.48,-2.64
221040004,FUENTE TUNEL,2017-12-12,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),96.6,RNIT,2017,12,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,4.4,2017.0,12.0,7.80000000000001,27.40000000000001,40.2,6.085714285714287,6.656666666666666,-2.565395894428152,False,42.48,-2.64
221040004,FUENTE TUNEL,2018-03-13,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),98.7,RNIT,2018,3,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.4,9.2,2018.0,3.0,1.8000000000000071,16.800000000000008,26.399999999999995,10.62857142857143,7.536666666666667,-1.007624633431087,False,42.48,-2.64
221020024,FUENTEFRÍA,2018-05-01,524272,4703698,468.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,,CENICERO,Rioja (La),54.4,RNIT,2018,5,True,False,afectada,9145Y,CENICERO,5346.963331280414,9145Y,CENICERO,429.0,0.0,10.6,2018.0,5.0,5.200000000000007,6.200000000000007,78.0,13.8,12.956666666666669,-6.081710914454279,False,42.48,-2.64
221030030,FUENTE ESCARPE,2018-05-01,526671,4705342,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,CENICERO,CENICERO,Rioja (La),66.1,RNIT,2018,5,True,False,afectada,9145Y,CENICERO,3658.7752762361433,9145Y,CENICERO,429.0,0.0,10.6,2018.0,5.0,5.200000000000007,6.200000000000007,78.0,13.8,12.956666666666669,-6.081710914454279,False,42.48,-2.64
221040043,BODEGAS CORRAL,2018-05-02,536856,4697980,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,NAVARRETE,NAVARRETE,Rioja (La),64.1,RNIT,2018,5,True,False,afectada,9145Y,CENICERO,8909.57935903692,9145Y,CENICERO,429.0,1.0,11.0,2018.0,5.0,5.200000000000007,6.200000000000007,78.0,12.828571428571433,13.003333333333332,-5.681710914454278,False,42.48,-2.64
231010130,INDUKIT,2018-05-02,542154,4703974,,48.0,ALUVIAL DE LA RIOJA-MENDAVIA,Pozo,LOGROÑO,LOGROÑO,Rioja (La),84.7,RNIT,2018,5,True,False,afectada,9145Y,CENICERO,12592.724471536978,9145Y,CENICERO,429.0,1.0,11.0,2018.0,5.0,5.200000000000007,6.200000000000007,78.0,12.828571428571433,13.003333333333332,-5.681710914454278,False,42.48,-2.64
221040004,FUENTE TUNEL,2018-06-05,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),93.9,RNIT,2018,6,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.2,16.0,2018.0,6.0,33.800000000000004,59.400000000000006,69.79999999999998,18.142857142857142,16.36,-5.155151515151516,True,42.48,-2.64
221040004,FUENTE TUNEL,2018-09-25,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),63.4,RNIT,2018,9,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,16.4,2018.0,9.0,0.0,9.800000000000008,30.599999999999994,21.642857142857142,21.716666666666665,-2.791818181818183,False,42.48,-2.64
221040004,FUENTE TUNEL,2018-12-11,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),94.6,RNIT,2018,12,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,6.1,2018.0,12.0,0.2000000000000073,5.600000000000007,48.19999999999999,9.0,9.486666666666666,-0.8653958944281523,False,42.48,-2.64
221040004,FUENTE TUNEL,2019-03-12,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),90.9,RNIT,2019,3,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,8.8,2019.0,3.0,2.6000000000000107,2.600000000000007,5.1999999999999895,11.114285714285714,9.433333333333334,-1.4076246334310856,False,42.48,-2.64
221040043,BODEGAS CORRAL,2019-06-11,536856,4697980,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,NAVARRETE,NAVARRETE,Rioja (La),70.5,RNIT,2019,6,True,False,afectada,9145Y,CENICERO,8909.57935903692,9145Y,CENICERO,429.0,0.8,12.5,2019.0,6.0,17.00000000000001,17.000000000000004,50.79999999999998,17.214285714285715,16.486666666666668,-8.655151515151516,False,42.48,-2.64
221030027,MONTE REAL,2019-06-12,530205,4704073,420.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,,CENICERO,Rioja (La),28.7,RNIT,2019,6,False,True,riesgo,9145Y,CENICERO,1121.9730261103098,9145Y,CENICERO,429.0,0.0,14.9,2019.0,6.0,7.200000000000011,17.800000000000004,51.59999999999999,15.714285714285714,16.403333333333332,-6.255151515151516,False,42.48,-2.64
221030030,FUENTE ESCARPE,2019-06-12,526671,4705342,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,CENICERO,CENICERO,Rioja (La),73.8,RNIT,2019,6,True,False,afectada,9145Y,CENICERO,3658.7752762361433,9145Y,CENICERO,429.0,0.0,14.9,2019.0,6.0,7.200000000000011,17.800000000000004,51.59999999999999,15.714285714285714,16.403333333333332,-6.255151515151516,False,42.48,-2.64
221020024,FUENTEFRÍA,2019-06-12,524272,4703698,468.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,,CENICERO,Rioja (La),53.6,RNIT,2019,6,True,False,afectada,9145Y,CENICERO,5346.963331280414,9145Y,CENICERO,429.0,0.0,14.9,2019.0,6.0,7.200000000000011,17.800000000000004,51.59999999999999,15.714285714285714,16.403333333333332,-6.255151515151516,False,42.48,-2.64
231010130,INDUKIT,2019-06-12,542154,4703974,,48.0,ALUVIAL DE LA RIOJA-MENDAVIA,Pozo,LOGROÑO,LOGROÑO,Rioja (La),119.3,RNIT,2019,6,True,False,afectada,9145Y,CENICERO,12592.724471536978,9145Y,CENICERO,429.0,0.0,14.9,2019.0,6.0,7.200000000000011,17.800000000000004,51.59999999999999,15.714285714285714,16.403333333333332,-6.255151515151516,False,42.48,-2.64
221040004,FUENTE TUNEL,2019-06-18,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),86.7,RNIT,2019,6,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,27.6,2019.0,6.0,0.8000000000000107,17.800000000000004,29.599999999999984,17.885714285714283,17.146666666666665,6.444848484848485,False,42.48,-2.64
221040004,FUENTE TUNEL,2019-09-10,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),71.9,RNIT,2019,9,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,15.0,13.4,2019.0,9.0,0.6000000000000106,11.600000000000003,11.599999999999984,17.885714285714286,21.136666666666663,-5.791818181818181,False,42.48,-2.64
221080061,FUENTE NAVARRETE. FUENTE DEL PRADO,2019-11-06,538113,4695352,,106.0,SIN DEFINIR MASA,Manantial,NAVARRETE,NAVARRETE,Rioja (La),64.3,RNIT,2019,11,True,False,afectada,9145Y,CENICERO,11542.56463870035,9145Y,CENICERO,429.0,4.2,11.9,2019.0,11.0,12.400000000000013,32.400000000000006,41.19999999999999,15.0,15.016666666666667,2.083333333333334,False,42.48,-2.64
221030031,FUENTE CARRETERA NAJERA-CENICERO,2019-11-06,527852,4703429,,106.0,SIN DEFINIR MASA,Manantial,CENICERO,CENICERO,Rioja (La),65.3,RNIT,2019,11,True,False,afectada,9145Y,CENICERO,1761.9367843655457,9145Y,CENICERO,429.0,4.2,11.9,2019.0,11.0,12.400000000000013,32.400000000000006,41.19999999999999,15.0,15.016666666666667,2.083333333333334,False,42.48,-2.64
221080061,FUENTE NAVARRETE. FUENTE DEL PRADO,2019-11-06,538113,4695352,,106.0,SIN DEFINIR MASA,Manantial,NAVARRETE,NAVARRETE,Rioja (La),64.3,RBAS,2019,11,True,False,afectada,9145Y,CENICERO,11542.56463870035,9145Y,CENICERO,429.0,4.2,11.9,2019.0,11.0,12.400000000000013,32.400000000000006,41.19999999999999,15.0,15.016666666666667,2.083333333333334,False,42.48,-2.64
221040043,BODEGAS CORRAL,2019-11-27,536856,4697980,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,NAVARRETE,NAVARRETE,Rioja (La),54.0,RNIT,2019,11,True,False,afectada,9145Y,CENICERO,8909.57935903692,9145Y,CENICERO,429.0,4.6,11.8,2019.0,11.0,9.00000000000001,49.60000000000001,106.4,7.5,9.7,1.9833333333333345,False,42.48,-2.64
231010130,INDUKIT,2019-11-27,542154,4703974,,48.0,ALUVIAL DE LA RIOJA-MENDAVIA,Pozo,LOGROÑO,LOGROÑO,Rioja (La),110.0,RNIT,2019,11,True,False,afectada,9145Y,CENICERO,12592.724471536978,9145Y,CENICERO,429.0,4.6,11.8,2019.0,11.0,9.00000000000001,49.60000000000001,106.4,7.5,9.7,1.9833333333333345,False,42.48,-2.64
221030030,FUENTE ESCARPE,2019-12-10,526671,4705342,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,CENICERO,CENICERO,Rioja (La),33.0,RNIT,2019,12,False,True,riesgo,9145Y,CENICERO,3658.7752762361433,9145Y,CENICERO,429.0,0.0,6.2,2019.0,12.0,3.4000000000000106,27.40000000000001,94.0,6.314285714285715,7.386666666666667,-0.7653958944281518,False,42.48,-2.64
221030027,MONTE REAL,2019-12-10,530205,4704073,420.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,,CENICERO,Rioja (La),73.0,RNIT,2019,12,True,False,afectada,9145Y,CENICERO,1121.9730261103098,9145Y,CENICERO,429.0,0.0,6.2,2019.0,12.0,3.4000000000000106,27.40000000000001,94.0,6.314285714285715,7.386666666666667,-0.7653958944281518,False,42.48,-2.64
221040004,FUENTE TUNEL,2019-12-10,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),97.5,RNIT,2019,12,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,6.2,2019.0,12.0,3.4000000000000106,27.40000000000001,94.0,6.314285714285715,7.386666666666667,-0.7653958944281518,False,42.48,-2.64
221020024,FUENTEFRÍA,2019-12-10,524272,4703698,468.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,,CENICERO,Rioja (La),40.0,RNIT,2019,12,True,False,afectada,9145Y,CENICERO,5346.963331280414,9145Y,CENICERO,429.0,0.0,6.2,2019.0,12.0,3.4000000000000106,27.40000000000001,94.0,6.314285714285715,7.386666666666667,-0.7653958944281518,False,42.48,-2.64
221040004,FUENTE TUNEL,2020-03-10,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),90.3,RNIT,2020,3,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,13.2,2020.0,3.0,15.000000000000009,26.200000000000006,29.399999999999984,10.128571428571428,10.283333333333331,2.992375366568913,False,42.48,-2.64
221040004,FUENTE TUNEL,2020-06-09,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),76.6,RNIT,2020,6,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,12.6,2020.0,6.0,23.40000000000001,24.60000000000001,60.79999999999998,17.057142857142857,17.970000000000002,-8.555151515151517,False,42.48,-2.64
221020024,FUENTEFRÍA,2020-07-13,524272,4703698,468.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,,CENICERO,Rioja (La),49.0,RNIT,2020,7,True,False,afectada,9145Y,CENICERO,5346.963331280414,9145Y,CENICERO,429.0,0.0,22.0,2020.0,7.0,16.800000000000004,26.600000000000005,39.79999999999999,22.3,21.486666666666668,-1.5060294117647075,False,42.48,-2.64
231010130,INDUKIT,2020-07-14,542154,4703974,,48.0,ALUVIAL DE LA RIOJA-MENDAVIA,Pozo,LOGROÑO,LOGROÑO,Rioja (La),97.0,RNIT,2020,7,True,False,afectada,9145Y,CENICERO,12592.724471536978,9145Y,CENICERO,429.0,0.0,19.9,2020.0,7.0,16.800000000000004,26.600000000000005,39.79999999999998,22.628571428571423,21.666666666666668,-3.606029411764709,False,42.48,-2.64
221040043,BODEGAS CORRAL,2020-07-14,536856,4697980,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,NAVARRETE,NAVARRETE,Rioja (La),79.0,RNIT,2020,7,True,False,afectada,9145Y,CENICERO,8909.57935903692,9145Y,CENICERO,429.0,0.0,19.9,2020.0,7.0,16.800000000000004,26.600000000000005,39.79999999999998,22.628571428571423,21.666666666666668,-3.606029411764709,False,42.48,-2.64
221030030,FUENTE ESCARPE,2020-07-15,526671,4705342,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,CENICERO,CENICERO,Rioja (La),71.0,RNIT,2020,7,True,False,afectada,9145Y,CENICERO,3658.7752762361433,9145Y,CENICERO,429.0,0.0,18.0,2020.0,7.0,16.800000000000004,26.600000000000005,39.79999999999998,22.357142857142858,21.74333333333333,-5.506029411764708,False,42.48,-2.64
221040004,FUENTE TUNEL,2020-09-08,536374,4703623,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,FUENMAYOR,FUENMAYOR,Rioja (La),82.8,RNIT,2020,9,True,False,afectada,9145Y,CENICERO,6802.270735641242,9145Y,CENICERO,429.0,0.0,18.4,2020.0,9.0,0.0,1.6000000000000072,12.399999999999988,19.357142857142858,21.60666666666667,-0.7918181818181829,False,42.48,-2.64
221020024,FUENTEFRÍA,2020-11-03,524272,4703698,468.0,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,,CENICERO,Rioja (La),39.0,RNIT,2020,11,True,False,afectada,9145Y,CENICERO,5346.963331280414,9145Y,CENICERO,429.0,0.0,10.6,2020.0,11.0,1.600000000000007,9.400000000000007,20.999999999999982,13.385714285714286,13.236666666666668,0.7833333333333332,False,42.48,-2.64
221030030,FUENTE ESCARPE,2020-11-03,526671,4705342,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Manantial,CENICERO,CENICERO,Rioja (La),62.0,RNIT,2020,11,True,False,afectada,9145Y,CENICERO,3658.7752762361433,9145Y,CENICERO,429.0,0.0,10.6,2020.0,11.0,1.600000000000007,9.400000000000007,20.999999999999982,13.385714285714286,13.236666666666668,0.7833333333333332,False,42.48,-2.64
231010130,INDUKIT,2020-11-04,542154,4703974,,48.0,ALUVIAL DE LA RIOJA-MENDAVIA,Pozo,LOGROÑO,LOGROÑO,Rioja (La),92.0,RNIT,2020,11,True,False,afectada,9145Y,CENICERO,12592.724471536978,9145Y,CENICERO,429.0,0.0,8.6,2020.0,11.0,1.400000000000007,9.400000000000007,17.399999999999984,13.257142857142856,13.196666666666667,-1.2166666666666668,False,42.48,-2.64
221040043,BODEGAS CORRAL,2020-11-04,536856,4697980,,47.0,ALUVIAL DEL NAJERILLA-EBRO,Pozo,NAVARRETE,NAVARRETE,Rioja (La),80.0,RNIT,2020,11,True,False,afectada,9145Y,CENICERO,8909.57935903692,9145Y,CENICERO,429.0,0.0,8.6,2020.0,11.0,1.400000000000007,9.400000000000007,17.399999999999984,13.257142857142856,13.196666666666667,-1.2166666666666668,False,42.48,-2.64
